id,work_name,work_type,genre,release_year,written_year,notoriety_year,notable,single,is_oceanus_folk,performers,composers,lyricists,producers,num_performers,num_composers,num_lyricists,num_producers,recorded_by_labels,distributed_by_labels,num_recorded_by_labels,num_distributed_by_labels,draws_from_count,influenced_others_count
10240,Hjärtats Harmoni: En Sångares Berättelse,Album,Southern Gothic Rock,2013,2013,2013,True,,False,Éric Daniel,Éric Daniel,,Navya Rana,1,1,0,1,Kamiogawa Rhythms,Kamiogawa Rhythms,1,1,1,0
13991,Hold On Tight,Song,Doom Metal,2013,,,True,True,False,Jeffery Williams,Šimon Urban,,Jeffery Williams,1,1,0,1,Botha Rhythms,,1,0,0,1
8311,Immaculate Echoes,Song,Alternative Rock,2013,2010,,True,True,False,William Jones,William Jones,Midnight Terrain,Eric Lewis,1,1,1,1,,Ribes Rhythm,0,1,2,0
9756,Inner Luminescence,Song,Indie Folk,2013,,,True,True,False,Gang Tan; Ming Meng; Wei Ye,,Gang Tan,Ming Meng,3,0,1,1,,Prefecture Pulse,0,1,1,0
6885,Innocence Unfolding,Song,Synthwave,2013,,2013,True,True,False,Casey Price; Echo Syntax; Gang Tang; Nicole Scott; Xia Zhou; Yan Dong; Yong Kong,Xia Zhou; Yan Dong,,Gang Tang; Xia Cui,7,2,0,2,Center Sound,Center Sound,1,1,1,1
8029,Invisible Borders,Song,Desert Rock,2013,,2013,True,True,False,Gang Chen; Jing Meng; Jun Kong; Ming Yan,,Gang Chen,Chao Jiang,4,0,1,1,Univalle Waves,Kemono Harmony,1,1,0,2
14291,Judicial Dreams of a Rotund Reformer,Song,Americana,2013,,,True,False,False,Ida Hentschel,Heinz-Joachim Renner,,Ida Hentschel,1,1,0,1,,Vertical Altitude,0,1,0,11
12893,Keeper of My Heart,Song,Indie Folk,2013,,,True,True,False,Elizabeth Mccann; Roger Simmons,Elizabeth Mccann,April Brown,,2,1,1,0,Monticello Sound,Monticello Sound,1,1,1,0
7727,Last Call for Heartache,Song,Indie Rock,2013,,,True,True,False,Ian Foster,Angelita Belda Enríquez,,Ian Foster,1,1,0,1,,Horizont Wax,0,1,0,1
9602,Light Before Sunrise,Song,Oceanus Folk,2013,2013,,True,True,True,Chiyo Suzuki; Kaori Watanabe; Tomoya Nakamura,,,Tomoya Nakamura,3,0,0,1,KFP Sonic,Solari Sounds,1,1,0,1
13213,Lines Between the Lines,Song,Desert Rock,2013,2013,,True,True,False,Jing Liang; Leslie Mathis; Patricia Hardy; Phantom Syntax; Xia Du,,Phantom Syntax,Patricia Hardy,5,0,1,1,Radiant Echo,,1,0,2,0
15198,Little Alfie's Lament,Song,Dream Pop,2013,,2013,True,True,False,Anaïs Wagner; Erdogan Baum; Juan Fan; Neue Schicht; Ping Zhong; SideShift; Yang Zhao,,Juan Zhong; Yang Zhao,Anaïs Wagner,7,0,2,1,Adriatic Resonance,Adriatic Resonance,1,1,0,11
17331,Lodestone & Lament,Album,Oceanus Folk,2013,2012,,True,,True,Drowned Harbor,Jonas Fenwick,Orin Caldwell; Selena Marrow; Thorne Rivenhall,,1,1,3,0,,,0,0,2,0
12365,Lonesome Trail Ballad,Song,Americana,2013,2010,,True,True,False,Filippo Pelli; Interval Shift; Martino Michelangeli,,,,3,0,0,0,,Spiegel Harmony,0,1,3,2
12949,Loyal Hearts Rejoice,Song,Synthwave,2013,,2013,True,True,False,Jamie Roberts; Juan Li; Na Qin; Stephanie Horton,Stephanie Horton,Na Qin,Guiying Yan,4,1,1,1,Stellar Soundscape,Phantom Vinyl Studios,1,1,0,1
12727,Lumières Naissantes,Song,Synthwave,2013,,2017,True,True,False,Annegrete Röhrdanz,Annegrete Röhrdanz,Lara Wohlgemut,Ida Hentschel,1,1,1,1,Vertical Altitude,,1,0,1,3
14527,Madly Yours,Song,Emo/Pop Punk,2013,,,True,True,False,Xia Wu,,Wei Tang,Xia Wu,1,0,1,1,Mucambo Groove,,1,0,5,1
15772,Meadow's Gentle Harvest,Album,Synthwave,2013,,2013,True,,False,Fang Su; Guiying Lai; Regina Hesse; Yan Bai; Yan Qin,,Yan Qin,,5,0,1,0,Urutone Records,MTJ Harmony,1,1,3,1
3133,Melodic Passage,Song,Indie Folk,2013,2010,,True,True,False,Chelsea Martinez; YVNG PHXNX,,Chelsea Martinez,Rachel Hill,2,0,1,1,Sonic Mosaic,Sonic Mosaic,1,1,0,2
2770,Memories Between Empty Spaces,Song,Synthwave,2013,,,True,True,False,Christopher Reed; Jovens Sujos; Stephen Bell,Jovens Sujos,,Bethany Jennings,3,1,0,1,Nebeský Tón,Nebeský Tón,1,1,1,0
5425,Memories of the Nordic Maiden,Song,Doom Metal,2013,2013,2013,True,True,False,Gianfranco Falier; Kimberly Castillo; Pier Pavone-Cignaroli; Radical Syntax,Shannon Gordon,,Pier Pavone-Cignaroli,4,1,0,1,Arrondissement Records,Arrondissement Records,1,1,1,12
8989,Midnight in the City of Light,Song,Southern Gothic Rock,2013,2006,,True,True,False,Éric Daniel,Éric Daniel,,Navya Rana,1,1,0,1,Kamiogawa Rhythms,Kamiogawa Rhythms,1,1,0,1
553,Midnight's Restless Echo,Song,Oceanus Folk,2013,,,True,True,True,Justin Morse,Justin Morse,William Lynch,Eduardo Gonzalez,1,1,1,1,Enlightened Horizon Records,,1,0,0,1
14566,Midsummer Dance on Roslagen Shore,Album,Lo-Fi Electronica,2013,,,True,,False,Jun Zou; Ping Meng; Qiang Lei,Jun Zou,Angelika Osojca,Ping Meng,3,1,1,1,Periáñez Pulse,Colline-Cascade Studios,1,1,1,7
1804,Midsummer Memories,Album,Indie Folk,2013,,,True,,False,Vedika Dar,Ahana Babu,Vedika Dar,Chad Hampton,1,1,1,1,Prism Echo Studios,Prism Echo Studios,1,1,8,0
1729,Midway Mirage,Album,Dream Pop,2013,,,True,,False,Christina Berry; Jeffery Koch; Matthew Hickman; Nicole Gray,Brianna Tucker; Melanie Barker,,NXGHT,4,2,0,1,Regal Reverence Records,Regal Reverence Records,1,1,0,1
2608,Migrations and Murmurs,Song,Doom Metal,2013,,,True,True,False,Jie Dai; Min Guo; Yong Wen; Yong Xue,Yong Xue,,Sem de Swart-van Voorst,4,1,0,1,Echo Chamber Records,Garenne Sound,1,1,1,3
10793,Miles From Where I Belong,Song,Synthwave,2013,,,False,True,False,Aarav Chada; Collective Conscience; Kristina Lang; Tiffany Cain; Valérie Mathieu,Tiffany Cain,Frédéric de la Coulon,Collective Conscience,5,1,1,1,Kamiogawa Rhythms,Shamrock Sound,1,1,1,1
13402,Missed Connection,Song,Alternative Rock,2013,,,True,False,False,Carolyn Donovan,Carolyn Donovan,Charles Wallace,,1,1,1,0,Cumaral Sounds,Cumaral Sounds,1,1,0,1
15332,Moderate Momentum,Song,Indie Pop,2013,2013,,True,True,False,Lei Tang,Lei Wang,Xiulan Zhou,Lei Tang,1,1,1,1,Echo Chamber Records,Echo Chamber Records,1,1,0,1
9143,Moment's Courage,Song,Indie Folk,2013,,,True,True,False,Catherine Prévost,Catherine Prévost,,Thibault Potier,1,1,0,1,Kamiogawa Rhythms,Kamiogawa Rhythms,1,1,2,1
13341,Monologue in Woodwind Minor,Song,Doom Metal,2013,2013,,True,True,False,Berend Suijker-Tirie; Gundula Löchel; Jadwiga Gertz; Phantom Harmony,Mia Carsten,Berend Suijker-Tirie,Jadwiga Gertz,4,1,1,1,Northern Apex Records,Vives Sonores,1,1,0,4
6322,Montmartre Moonlight,Song,Desert Rock,2013,2013,,True,True,False,Anouk Schatteleijn; Ibrahim Heerkens-Everde; Li Tian; Tao Hu,Anouk Schatteleijn; Lei Xue,Sem de Swart-van Voorst,,4,2,1,0,Sorgue Sonics,Sorgue Sonics,1,1,0,4
13724,Muddy Waters Midnight,Song,Synthwave,2013,,2013,True,True,False,Cristian Bonilla; Gang Bai; Gang Zheng; Juan Hao; Tao Cheng,Cristian Bonilla,Li Yao,Gang Bai; Gang Zheng,5,1,1,2,Arsizio Sonic,Arsizio Sonic,1,1,1,2
9899,Nautical Invitation,Album,Desert Rock,2013,,,True,,False,Veritas,Veritas,Yan Xue,,1,1,1,0,Echo Chamber Records,Echo Chamber Records,1,1,1,4
8771,Nectar of Your Smile,Album,Doom Metal,2013,,,True,,False,William Tyler,Jie Zhu,,William Tyler,1,1,0,1,Mucambo Groove,Mucambo Groove,1,1,0,2
4459,Neon Bootstraps,Song,Synthwave,2013,,,True,True,False,Juan Pan; Li Xue; Na Shao; Ping Cao,Li Xue,,,4,1,0,0,Echo Chamber Records,Echo Chamber Records,1,1,0,3
14575,Neon Brotherhood,Song,Dream Pop,2013,2010,,True,True,False,Oto Macháček; Stanislav Prokop; Tommy Steele,Milada Svobodová,Oto Macháček,,3,1,1,0,Commissariat Sound Archives,Adriatic Waves,1,1,1,0
12025,Nocturnal Reverie,Song,Lo-Fi Electronica,2013,,2013,True,True,False,Na Ma; Ping Meng,Jie Long,,Ping Meng,2,1,0,1,Epoch Resonance Records,Periáñez Pulse,1,1,2,2
16551,Number 1 Elevation,Song,Southern Gothic Rock,2013,,,True,False,False,Gang Du; Min Hou; Ping Luo,Ping Luo,Xiulan Jiang,Fang Zou; Gang Du,3,1,1,2,Lilnuaj,Lilnuaj,1,1,2,1
6672,Peach Pie and Sunday Smiles,Song,Dream Pop,2013,,2013,True,True,False,Ping Lei,,Ping Lei,,1,0,1,0,Twilight Passage,,1,0,0,1
7250,Pelkkä Sinä (Just You),Song,Doom Metal,2013,,,True,False,False,Belinda Knappe; Hartmut Ruppert; Zachary Harris,Bernfried Stolze,Janet Margraf,,3,1,1,0,Riverside Elevation,Steinach Sound,1,1,0,4
14896,Pendulum's Pause,Song,Indie Folk,2013,2013,,True,False,False,Lei Wang; Xia Cai; Xia Du; Yong Yan,,,,4,0,0,0,,Adra Amplify,0,1,1,0
11467,Percussive Daydream,Song,Lo-Fi Electronica,2013,,,True,True,False,Lei Liao,,Rüdiger Graf,,1,0,1,0,Blue Bayou Sound,,1,0,5,5
11718,Perfect Moment's Embrace,Song,Southern Gothic Rock,2013,2013,,True,True,False,Yuta Tanaka,Yuta Tanaka,Yuta Tanaka,,1,1,1,0,Collective Harmony,Nexus Sonic,1,1,0,2
7063,Portraits of Silence,Album,Americana,2013,,,True,,False,Christopher Gutierrez; Cynthia Johns; Holly Stephens,Barbara Fox; Holly Stephens,Echelon,,3,2,1,0,Crossroads Collective,Crossroads Collective,1,1,0,1
4361,Presente Imperfetto (Imperfect Present),Album,Dream Pop,2013,,,True,,False,Catherine Clay,Marcia Davis,Ryan Doyle,Catherine Clay,1,1,1,1,,Chancel Resonance,0,1,5,1
4453,Promised Mile,Song,Indie Folk,2013,2013,,True,True,False,Guiying Xiao; Lei Fang; Robert Allen; Yang Chang,Guiying Xiao,Tao Duan,Yan He,4,1,1,1,Harmonic Capital Recordings,Harmonic Capital Recordings,1,1,0,3
14909,Provence Dreams,Song,Dream Pop,2013,,,True,True,False,Aradhya Dara; Armaan Dalal; Drishya Srinivasan; Kashvi Dhillon,Kashvi Dhillon,Mannat Johal,Navya Sastry,4,1,1,1,Equatorial Echo,Viterbo Sounds,1,1,3,3
13711,Puddle Waltz,Song,Dream Pop,2013,,,True,True,False,Bishop; Bouncy Gong; The Paper Empires,Bouncy Gong,Michael Maddox,,3,1,1,0,Horizon Pulse Records,Echo Pulse,1,1,1,0
16026,Quartetto Luminoso,Song,Doom Metal,2013,,2013,True,True,False,Jocelyn Davis,Christopher Whitaker,Cheryl Gibson,Jocelyn Davis,1,1,1,1,Vlakte | Horizon,,1,0,0,1
14082,Radiant Chorus at Dawn,Album,Darkwave,2013,2013,2013,True,,False,Gang Yin; Lei Liu; Richard Kennedy,,,Kathleen Sandoval; Nicholas Riddle,3,0,0,2,Meridian Sound,Meridian Sound,1,1,1,2
5871,Radiant Threads,Song,Indie Pop,2013,,,True,True,False,Deborah Lucas; Maik Mude; Mareen Schacht; Margarita Henschel,Maik Mude,Vesper Bloom,,4,1,1,0,Tokyo Pulse,World Pulse Records,1,1,1,0
7244,Rakkauden Varjossa (In the Shadow of Love),Song,Synthwave,2013,2013,2013,True,True,False,Kelly Munoz; Kimberly Stanton; Na Cui; Qiang Lu; Yang Wan,Lei Yuan,,Guiying Lei; Yang Wan,5,1,0,2,Alta Cascata,Alta Cascata,1,1,0,3
3376,Rapid Heartbeat,Song,Desert Rock,2013,,,True,True,False,Guiying Chen; Jun Ye; Ming Qiao; Mutual Orbit; Xiulan Tao,Guiying Chen,Xiulan Tao,,5,1,1,0,Midnight Terrain Studios,Midnight Terrain Studios,1,1,1,8
8366,Rational Suicide's Lament,Song,Dream Pop,2013,,,True,True,False,Brian Johnson; Dana Walters; Daniel Rogers; Lupe Miró; Min Liao; Min Shao; Yang Wen,,Daniel Rogers,Lupe Miró,7,0,1,1,Twilight Passage,Empire Sound,1,1,0,2
5808,Reflections of Us,Album,Indie Folk,2013,,2013,True,,False,PHVNTOM; Samantha Mills; Theresa Rivera; Xiuying Dai; Yong Cui; Yong Fu,Li Dong; PHVNTOM,Xiuying Dai; Yong Fu,,6,2,2,0,MTJ Harmony,MTJ Harmony,1,1,0,8
16269,Regal Advance,Song,Speed Metal,2013,2013,,True,True,False,Gang Zhao; Li Luo,Triassic Collective,Xia Fu,Li Luo,2,1,1,1,Ember Crescent,,1,0,9,0
5386,Reggae Spirit Rising,Song,Oceanus Folk,2013,,,True,True,True,Juan Gong; Jun Yu; Yang Zhong,Jun Yu,,Yang Zhong,3,1,0,1,Ipecac Echo,,1,0,1,0
4313,Regreso al principio (Return to the beginning),Album,Alternative Rock,2013,,2013,True,,False,Gaja Powierża,Julita Łaciak,,,1,1,0,0,,Briis Valley Studios,0,1,1,0
9586,Reindeer Breath Melody,Album,Indie Pop,2013,2013,,True,,False,Andrew Williams; Quattro Voci,Jay Walters,,Quattro Voci,2,1,0,1,Thyrnau Sound,Chromatic Horizon,1,1,5,3
4517,Resilience in Verse,Song,Doom Metal,2013,,,True,True,False,Bethany Jennings; Christopher Reed; Jovens Sujos; Stephen Bell,Bethany Jennings,Stephen Bell,,4,1,1,0,Nebeský Tón,Nebeský Tón,1,1,2,0
4415,Restart: Unwritten Horizons,Song,Doom Metal,2013,,,True,True,False,Cindy Lübs; Jun Fang; Jun Pan; Li Hou; Meike van Boven; Yang Zhao,,Li Hou,,6,0,1,0,Northern Apex Records,Chevreuse Music Group,1,1,1,2
86,Retro-Rhythmen Der 80er,Song,Americana,2013,2013,,True,True,False,Jun Gu; Xiulan Li; Xiuying Dong,Xiuying Dong,Xiulan Li,Yan Feng,3,1,1,1,Verdant Groove,,1,0,1,0
12156,Rhythm Riddle,Album,Indie Folk,2013,2013,,True,,False,Guiying Tian; Jie Meng; Ping Qiao; Ping Su,,Ping Su,,4,0,1,0,Echo Chamber Records,Echo Chamber Records,1,1,1,0
10367,Rhythm of Existence,Song,Synthwave,2013,2010,,True,True,False,David Lopez; Harmonic Collective; John Rogers; Robert Pham,,Harmonic Collective,,4,0,1,0,Mercury Artanis,,1,0,3,3
5325,Rhythm of Romance,Album,Doom Metal,2013,,,True,,False,Elenore Wulff; Irmtraut Benthin; Oscar Marshall; Yang Gu,,Hubertine Plath,,4,0,1,0,Mucambo Groove,Mucambo Groove,1,1,2,1
15738,Rhythm of Unspoken Desire,Song,Synthwave,2013,2010,,True,True,False,Chao Qin; Ping Hu,Na Zhong,,Ping Hu,2,1,0,1,,Meridian Sound,0,1,0,1
6051,Rhythms of the Sierra,Album,Desert Rock,2013,2010,,True,,False,Heidi Jones; Juan Yin; Lunar Syntax; Nathan Bryant,Guiying Huang; Juan Yin,Brandon Bartlett,,4,2,1,0,99Ascent,99Ascent,1,1,0,11
14204,Rhythms of the Unseen,Song,Doom Metal,2013,,,True,True,False,BLVDE; Ochre; Rosalinde Kreusel-Mühle,,Alla Lorch,,3,0,1,0,Plenary Sound,Plenary Sound,1,1,3,0
16433,Ride of the Proud Lancers,Song,Indie Rock,2013,2013,,True,True,False,Iwo Olbrych; Jeremi Kwarciak,,,Klara Betlej,2,0,0,1,Sketch Sonic,Sketch Sonic,1,1,0,1
13399,Ringtone Requiem,Song,Indie Folk,2013,2013,,True,True,False,Jie Huang; Lei Yuan; Yang Wan,Tao Liao,Na Dong,Jie Huang; Yang Wan,3,1,1,2,Alta Cascata,,1,0,0,3
16163,Riverbank Rhythms of Victorian London,Song,Post-Apocalyptic Folk,2013,,,True,False,False,Fang Duan,Fang Duan,Chao Mao,Jun Yuan,1,1,1,1,Epoch Resonance Records,,1,0,0,2
225,Rodeo Romance,Song,Doom Metal,2013,,,True,True,False,Chao Bai; Jing Zhong; Willie Phelps,,Na Gao,Chao Bai; Ping Mo,3,0,1,2,Echo Chamber Records,Garenne Sound,1,1,1,0
10596,Roots Between Worlds,Song,Indie Folk,2013,,,True,True,False,Mark Martin,Mark Martin,William Hansen,Shawn Koch,1,1,1,1,Mi'kmaq Rhythms,,1,0,0,11
298,Roots and Horizons,Song,Indie Folk,2013,,,True,True,False,Bekir Bruder; Belinda Knappe; Cindy Lübs; Corinna Gute; Ingbert Hertrampf; Klaus-Günter Kensy; Robert Peters,,Cindy Lübs,Robert Peters,7,0,1,1,Riverflow Records,Riverflow Records,1,1,1,8
6624,Sage Steps Through Sunlight,Song,Indie Folk,2013,,,True,True,False,Xia Cai; Yong Yan,Xia Cai,Xia Du,Lei Wang,2,1,1,1,Adra Amplify,,1,0,0,4
4856,Saint Peter's Silent Whispers,Song,Synthwave,2013,,,True,True,False,Maik Eckbauer,Maik Eckbauer,Maik Eckbauer,,1,1,1,0,Guillemont Sounds,,1,0,1,1
9657,Sanctuary of Emotions,Album,Indie Folk,2013,2013,,True,,False,Ethereal Chorus; Fang Lu; Jun Xia; Katherine Francis; Tina Raymond; Yan Feng,Yan Feng,,Ethereal Chorus,6,1,0,1,Siberian Sound Collective,Siberian Sound Collective,1,1,1,6
14740,Scarlet Cipher: Tribal Notation,Song,Indie Folk,2013,,2013,True,True,False,Alan Clark; Andrew Martin; Tamara Miller,Sandra Smith,,Tamara Miller,3,1,0,1,Wingspan Audio,Nový Horizon,1,1,0,4
14746,Scarlet Letter Sarah,Song,Oceanus Folk,2013,,,True,False,True,Jing Guo; Li Wan; Mandy Hood; Min Kong; Operatic Pulse; Robert Villanueva; Tao Yao; Yang Zhao,,,Jing Guo; Yang Zhao,8,0,0,2,Echo Chamber Records,Echo Chamber Records,1,1,1,1
14446,Scarlet Solidarity,Song,Alternative Rock,2013,,,True,False,False,Juan Gao; Paul Powell; Wei Luo,Yang Zhang,Juan Gao,Jing Xia,3,1,1,1,Foreign Affairs Recordings,Foreign Affairs Recordings,1,1,1,0
13476,Scattered Pieces Mending,Album,Doom Metal,2013,,,True,,False,Laura Clark; Martin Frederick; Rebecca Austin,,,Martin Frederick,3,0,0,1,Blurry Beats,Blurry Beats,1,1,1,1
5061,Sequin Serenade,Album,Synthwave,2013,,,True,,False,Momoko Yamamoto; Osamu Hayashi; Satomi Aoki; Yosuke Ito,Akira Saito,Mikako Kondo,Momoko Yamamoto; Satomi Aoki,4,1,1,2,Cascata Sounds,Marrow Sounds,1,1,0,2
13985,Seven Verses Before Dawn,Song,Lo-Fi Electronica,2013,,2013,True,True,False,Jing Kang,John Ramirez,,Jing Kang,1,1,0,1,Verdant Horizon,,1,0,6,11
11574,Shadows of Her Silhouette,Song,Indie Rock,2013,2013,,True,True,False,Angelina Ortmann; Jolanta Zirme,Angelina Ortmann,Philippine Laurent,,2,1,1,0,First Flight Records,Terzal Tones,1,1,0,3
14945,Shadows of Julie,Album,Indie Folk,2013,,,True,,False,Yuvaan Tripathi,Anvi Chawla,,Yuvaan Tripathi,1,1,0,1,Altopiano Records,Altopiano Records,1,1,0,3
10398,Shadows of Mistaken Identity,Song,Indie Folk,2013,,,True,False,False,Fang Zeng; Ping Du,,,Lei Yao,2,0,0,1,Echo Chamber Records,Echo Chamber Records,1,1,1,1
9568,Shadows of Troy's Twilight,Song,Lo-Fi Electronica,2013,2013,,True,True,False,Xiuying Tang,Timothy Kelly,Xiuying Tang,Tao Gao,1,1,1,1,Rockville Records,Rockville Records,1,1,2,0
15574,Shadows of a Forbidden Embrace,Song,Indie Folk,2013,2013,,True,True,False,Halogen Visions; Tao Yuan; Xiuying Li,Jie Ding,Emily Sullivan,,3,1,1,0,Fassa Sounds,Fassa Sounds,1,1,1,1
12270,Shadows of a Forgotten Name,Song,Oceanus Folk,2013,2013,,True,True,True,Jun Yi; Xia Yu,Yong Dong,Fiesta Nocturna,Jun Yi; Tao Jin,2,1,1,2,Twilight Passage,,1,0,1,2
3325,Shattered Reflections,Album,Emo/Pop Punk,2013,2013,2013,True,,False,Laurie Campbell,Laurie Campbell,,Kevin Ayala,1,1,0,1,Echo Chamber Studios | ECS,Sunset Sound Studios,1,1,3,0
3526,Sierra Winds and Jet Streams,Song,Indie Folk,2013,2013,,True,True,False,Gang Tan; Theresa Mason,Theresa Mason,Min Jiang,,2,1,1,0,,Rive-Cascade Recordings,0,1,0,1
15024,Silent Whispers of Unanswered Questions,Song,Lo-Fi Electronica,2013,2013,,True,True,False,Daniël Reijers,,Jie Yan,,1,0,1,0,Center Sound,,1,0,4,11
11910,Silk Glove Rendezvous,Song,Synthwave,2013,,,True,True,False,Cynthia Dixon; Guiying Mo,,Qiang Lai,,2,0,1,0,Akademia Sound,Orge Resonance,1,1,0,1
16514,Singular Constellation,Song,Americana,2013,2013,,True,False,False,Chao Peng; Jun Yin; Ryan Rodriguez; Xiulan Zeng,,,Yan Qiu,4,0,0,1,,Maritime Archives,0,1,1,2
11896,Skyscrapers in Retreat,Song,Alternative Rock,2013,2013,,True,True,False,Lando Parri; Martine Normand; Nino Veneziano; Sayuri Sato,,,,4,0,0,0,Kamiogawa Rhythms,Kamiogawa Rhythms,1,1,1,0
11275,Smiling So Hard It Hurts,Album,Dream Pop,2013,,,True,,False,Friedrich-Wilhelm Ullmann,Friedrich-Wilhelm Ullmann,Friedrich-Wilhelm Ullmann,,1,1,1,0,StarRoc Records,,1,0,2,0
2112,Solid Ground Anthem,Song,Blues Rock,2013,2013,,True,False,False,Henrik Seifert; James Williams; Nicholas Morgan,Kevin Richardson,Nicholas Morgan,,3,1,1,0,Osaka Resonance,Miyagino Sound,1,1,1,0
14136,Sonnets of the Heart,Song,Doom Metal,2013,2007,,True,True,False,Ashley Andrade; Darrell Wilson; Laura Moore; Timothy Lin,Darrell Wilson; Jing Cui,Laura Moore,,4,2,1,0,99Ascent,99Ascent,1,1,0,11
12100,Soulmates Across the Winds,Song,Indie Pop,2013,2007,,False,True,False,Ellen Ford; Gwendolyn Fitzgerald; Radiant,,,Ellen Ford,3,0,0,1,Collective Harmony,Collective Harmony,1,1,2,1
6777,Springtime's First Breath,Song,Psychedelic Rock,2013,,,True,True,False,Tillmann Klemm,Janine Berger,Tillmann Klemm,,1,1,1,0,Imperial Archives Recordings,,1,0,0,3
11962,Springtime's Gentle Symphony,Album,Indie Folk,2013,,,True,,False,Jun Qin,Jun Qin,Min Zhao,Guiying Tang,1,1,1,1,Nighthawk Records,Echo Chamber Records,1,1,0,1
4406,Staircase to Silence,Song,Southern Gothic Rock,2013,,,True,True,False,Kimberly Fernandez,Adam Harmon,Tracy Williamson,,1,1,1,0,Verdant Verse,Dining Hall Discs,1,1,1,1
5777,Standing Watch at Dawn's Edge,Song,Indie Folk,2013,,,True,True,False,Fang Xiong; Xiuying Fan; Xiuying Yuan; Yang Kang,,,Gang Shao,4,0,0,1,Garenne Sound,Garenne Sound,1,1,1,10
6080,Starlit Chains,Song,Doom Metal,2013,,,True,True,False,Chao Cao; Fang Duan; Lei Qin; Ming Wei; Na Liao,,Chao Cao; Xiulan Lai,Lei Qin,5,0,2,1,,Péronne Pulse,0,1,2,2
7450,Starlit Summer Phantasm,Song,Doom Metal,2013,2013,,True,True,False,Sandra Peterson,Sandra Peterson,,Angela Porter,1,1,0,1,Siren Sonic,,1,0,2,2
16274,Stately Procession,Song,Indie Folk,2013,,,True,True,False,Benoît-Zacharie Gilbert; Franck Hernandez Le Leclerc; Margaud Chevallier; Nathalie Jacquot; Sly Notion,Margaud Chevallier,,Arnaude Joseph-Lacombe; Sly Notion,5,1,0,2,Kamiogawa Rhythms,Kamiogawa Rhythms,1,1,0,2
8561,Stranger in My Own Ambition,Song,Indie Rock,2013,2013,,True,True,False,Aaron Ross; Atlas; Carmina Esteve Coloma; Charlene Randolph; Daan VI-Cadefau; Laura Guerrero Cañete; Pim de Roo; Salomón Miró Olivé; Sigfrido Manu Morcillo Camino,Carmina Esteve Coloma; Michael Norman,Dolores Pardo Bárcena,Joris Lieshout,9,2,1,1,Sanctuary Pulse,Ember Echo Records,1,1,0,2
4169,Stranger's Silhouette,Song,Southern Gothic Rock,2013,,,True,True,False,Yong Yao,Na Zhu,,Yong Yao,1,1,0,1,New York Collective,,1,0,2,2
16381,Strength Beyond Sorrow,Song,Doom Metal,2013,2013,,True,False,False,Amber Park; Colin Wood; Sarah Sims,Amber Park,John Watts,Colin Wood,3,1,1,1,Honeydew Harmony,,1,0,2,0
12146,Stronghold of Eternal Promise,Song,Indie Rock,2013,,,True,False,False,Margaret Martin; Pénélope du Cohen; Urban Decay Theorem,,Antoine Barthelemy,Margaret Martin,3,0,1,1,Nicht Ohne Grund!,Lilybaeum Records,1,1,0,1
7662,Sunlight and Vows,Song,Southern Gothic Rock,2013,,,True,True,False,Urszula Stochmal,,Urszula Stochmal,Marek Oleksa,1,0,1,1,Archival Resonance Records,Phantom Trace,1,1,8,1
4362,Sussurri Della Notte (Whispers of the Night),Song,Synthwave,2013,,,True,False,False,Joseph Beltran; Troy Ruiz,Douglas Gonzalez,,Troy Ruiz,2,1,0,1,Crampin-Verte,Silverline Music,1,1,0,4
16405,Symphonie des Séraphins,Song,Synthwave,2013,,,True,True,False,Alfredo Cases Gaya; Elba Zaragoza-Doménech; Kristina Taylor; Octavia Gilabert León,,,Elba Zaragoza-Doménech,4,0,0,1,Basin Street Sound,Basin Street Sound,1,1,0,1
14322,Telegrams from Tomorrow,Song,Post-Apocalyptic Folk,2013,,,True,True,False,Chao Zhu,Trey Lawson,Chao Zhu,Gang Long,1,1,1,1,Ipecac Echo,,1,0,0,12
6643,The Companion's Heart,Song,Indie Folk,2013,,,True,True,False,Ming Tan; Shirley Riley; Xiuying Huang,,,,3,0,0,0,Midnight Terrain Studios,Midnight Terrain Studios,1,1,1,6
10484,The Concession's Sting,Album,Doom Metal,2013,2013,,True,,False,Chao Zhu; Guiying Qiao,,Gang Lei,Guiying Qiao,2,0,1,1,,Adra Amplify,0,1,2,1
12994,The Crimson Tide of Redemption,Song,Dream Pop,2013,,,True,False,False,Yong Yang,,Yong Yang,Lei Zheng,1,0,1,1,,Akademia Sound,0,1,1,0
16512,The Day That Changes Everything,Song,Americana,2013,,,True,False,False,Florian van Santen-Sanders; Guiying Pan; Jun Tan; Michael Harris; Whispered Embers,James Moore; Whispered Embers,,Guiying Pan; Jie He,5,2,0,2,Harmonic Capital Recordings,Septentrion Sound,1,1,0,4
4827,The Freedom of Silence,Song,Blues Rock,2013,,,True,True,False,Sotaro Ito,Sotaro Ito,,Autumn Knight,1,1,0,1,Elche Echo Records,Elche Echo Records,1,1,1,0
15374,The Labyrinth's Echo,Song,Doom Metal,2013,,,True,True,False,Angel Henderson; Devin Mccoy; Hannah Garrett; Manfred Schmiedecke; THA KING,THA KING,,,5,1,0,0,Pine Grove Sounds,Stillwater Sound,1,1,0,1
182,The Last Bloom of Innocence,Song,Synthpop,2013,2013,,True,True,False,Guiying Feng; Lei Xue,,,Heidi Perez,2,0,0,1,,Spanish Harmony,0,1,1,0
