direction,influence_type,source_id,source_name,source_display_name,source_type,source_genre,source_year,target_id,target_name,target_display_name,target_type,target_genre,target_year,other_genre
OF -> Other,LyricalReferenceTo,17307,Albatross,Albatross,Song,Oceanus Folk,2001,17200,Silver and Salt,Silver and Salt,Song,Celtic Folk,1981,Celtic Folk
OF -> Other,InterpolatesFrom,17303,Tempest's Wake,Tempest's Wake,Album,Oceanus Folk,2001,1088,Munzur'un Fısıltıları (Whispers of the Munzur),Munzur'un Fısıltıları (Whispers of the Munzur),Song,Synthpop,1991,Synthpop
OF -> Other,DirectlySamples,17308,By the Stars,By the Stars,Song,Oceanus Folk,2001,8812,Tokyo Horizon,Tokyo Horizon,Song,Synthwave,1995,Synthwave
OF -> Other,InStyleOf,17333,The Undertow Waltz,The Undertow Waltz,Song,Oceanus Folk,2005,4222,Whispers of the Woodland Brook,Whispers of the Woodland Brook,Song,Dream Pop,1991,Dream Pop
OF -> Other,LyricalReferenceTo,15032,Wavelengths of Lingering Queries,Wavelengths of Lingering Queries,Song,Oceanus Folk,2009,6368,Tender Embrace,Tender Embrace,Song,Synthwave,1994,Synthwave
OF -> Other,InStyleOf,7920,Manifest Destiny Blues,Manifest Destiny Blues,Song,Oceanus Folk,2010,11290,Perfect Harmony,Perfect Harmony,Song,Synthwave,2003,Synthwave
OF -> Other,CoverOf,7920,Manifest Destiny Blues,Manifest Destiny Blues,Song,Oceanus Folk,2010,2572,Echoes from Vasa's Forgotten Chronicles,Echoes from Vasa's Forgotten Chronicles,Song,Synthwave,2004,Synthwave
OF -> Other,CoverOf,17330,Phantom Currents,Phantom Currents,Album,Oceanus Folk,2010,2500,The Margins of Possibility,The Margins of Possibility,Song,Dream Pop,2008,Dream Pop
OF -> Other,LyricalReferenceTo,17338,Vanishing Point,Vanishing Point,Song,Oceanus Folk,2013,3862,Peak Rhythm,Peak Rhythm,Album,Alternative Rock,1997,Alternative Rock
OF -> Other,InterpolatesFrom,17331,Lodestone & Lament,Lodestone & Lament,Album,Oceanus Folk,2013,14784,Labels Don't Matter,Labels Don't Matter,Song,Synthwave,1999,Synthwave
OF -> Other,InStyleOf,1863,Whispers of a Forgotten Melody,Whispers of a Forgotten Melody,Song,Oceanus Folk,2013,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,CoverOf,5386,Reggae Spirit Rising,Reggae Spirit Rising,Song,Oceanus Folk,2013,12910,If Only For A Moment,If Only For A Moment,Album,Synthwave,2010,Synthwave
OF -> Other,DirectlySamples,9322,Wandering Spirit of Prague,Wandering Spirit of Prague,Song,Oceanus Folk,2013,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,CoverOf,12270,Shadows of a Forgotten Name,Shadows of a Forgotten Name,Song,Oceanus Folk,2013,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,DirectlySamples,14746,Scarlet Letter Sarah,Scarlet Letter Sarah,Song,Oceanus Folk,2013,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InStyleOf,15481,Whispers in the Silence,Whispers in the Silence,Song,Oceanus Folk,2013,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InterpolatesFrom,16524,Trembling Syringe,Trembling Syringe,Song,Oceanus Folk,2013,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InStyleOf,16734,Babel's Broken Tongue,Babel's Broken Tongue,Song,Oceanus Folk,2013,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,LyricalReferenceTo,17331,Lodestone & Lament,Lodestone & Lament,Album,Oceanus Folk,2013,632,Brewing Heritage,Brewing Heritage,Song,Alternative Rock,2012,Alternative Rock
OF -> Other,LyricalReferenceTo,17339,The Sompass Spins,The Sompass Spins,Song,Oceanus Folk,2013,5840,Beyond Farewell's Shadow,Beyond Farewell's Shadow,Song,Southern Gothic Rock,2012,Southern Gothic Rock
OF -> Other,LyricalReferenceTo,1863,Whispers of a Forgotten Melody,Whispers of a Forgotten Melody,Song,Oceanus Folk,2013,12678,The Last Horizon,The Last Horizon,Song,Synthwave,2013,Synthwave
OF -> Other,InStyleOf,1863,Whispers of a Forgotten Melody,Whispers of a Forgotten Melody,Song,Oceanus Folk,2013,9702,Echoes in My Mind,Echoes in My Mind,Song,Synthwave,2013,Synthwave
OF -> Other,InStyleOf,3730,First Breath of Desire,First Breath of Desire,Song,Oceanus Folk,2016,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,LyricalReferenceTo,8655,Small Shadows,Small Shadows,Song,Oceanus Folk,2017,9884,Golden Hour Reverie,Golden Hour Reverie,Song,Psychedelic Rock,2009,Psychedelic Rock
OF -> Other,LyricalReferenceTo,13521,Sacred Echoes,Sacred Echoes,Song,Oceanus Folk,2017,9884,Golden Hour Reverie,Golden Hour Reverie,Song,Psychedelic Rock,2009,Psychedelic Rock
OF -> Other,InterpolatesFrom,0,Breaking These Chains,Breaking These Chains,Song,Oceanus Folk,2017,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,DirectlySamples,3025,Destiny's Call,Destiny's Call,Song,Oceanus Folk,2017,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,CoverOf,5457,Six Feet From You,Six Feet From You,Song,Oceanus Folk,2017,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,CoverOf,5598,Whispers of an Unbound Horizon,Whispers of an Unbound Horizon,Song,Oceanus Folk,2017,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InterpolatesFrom,6417,Whispers from a Distant Refrain,Whispers from a Distant Refrain,Album,Oceanus Folk,2017,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,DirectlySamples,9096,Grip and Grace,Grip and Grace,Song,Oceanus Folk,2017,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,DirectlySamples,12691,Winds of the Basque Shore,Winds of the Basque Shore,Album,Oceanus Folk,2017,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,CoverOf,13327,Harmonic Latitude 458,Harmonic Latitude 458,Album,Oceanus Folk,2017,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InterpolatesFrom,15441,Choreography of Forbidden Passion,Choreography of Forbidden Passion,Song,Oceanus Folk,2017,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,LyricalReferenceTo,15441,Choreography of Forbidden Passion,Choreography of Forbidden Passion,Song,Oceanus Folk,2017,15071,Voices of the Frontier,Voices of the Frontier,Album,Synthwave,2013,Synthwave
OF -> Other,LyricalReferenceTo,16137,Steadfast Kingdom,Steadfast Kingdom,Album,Oceanus Folk,2017,9249,Twilight of Resilience,Twilight of Resilience,Song,Indie Folk,2013,Indie Folk
OF -> Other,InStyleOf,13438,Whispers of Forever,Whispers of Forever,Song,Oceanus Folk,2019,6006,Mercy's Endless Tide,Mercy's Endless Tide,Song,Doom Metal,2004,Doom Metal
OF -> Other,CoverOf,13438,Whispers of Forever,Whispers of Forever,Song,Oceanus Folk,2019,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InStyleOf,4733,Golden Hour's Farewell,Golden Hour's Farewell,Song,Oceanus Folk,2020,15622,Whispers of Finality,Whispers of Finality,Song,Doom Metal,1997,Doom Metal
OF -> Other,CoverOf,3037,Visions Beyond the Horizon,Visions Beyond the Horizon,Song,Oceanus Folk,2020,12150,Sing Song Swing,Sing Song Swing,Song,Indie Folk,2007,Indie Folk
OF -> Other,InStyleOf,5883,Altar of Devotion,Altar of Devotion,Album,Oceanus Folk,2020,12150,Sing Song Swing,Sing Song Swing,Song,Indie Folk,2007,Indie Folk
OF -> Other,CoverOf,3037,Visions Beyond the Horizon,Visions Beyond the Horizon,Song,Oceanus Folk,2020,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,DirectlySamples,3782,Echoes of Solitude,Echoes of Solitude,Song,Oceanus Folk,2020,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InStyleOf,4733,Golden Hour's Farewell,Golden Hour's Farewell,Song,Oceanus Folk,2020,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InterpolatesFrom,5883,Altar of Devotion,Altar of Devotion,Album,Oceanus Folk,2020,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InterpolatesFrom,8153,Restless Phantoms,Restless Phantoms,Song,Oceanus Folk,2020,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InterpolatesFrom,8458,Lawman's Last Breath,Lawman's Last Breath,Song,Oceanus Folk,2020,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InStyleOf,8881,Shylock's Shadows,Shylock's Shadows,Song,Oceanus Folk,2020,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,CoverOf,9144,Windows of Opportunity,Windows of Opportunity,Song,Oceanus Folk,2020,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,CoverOf,12804,Dissonant Echoes,Dissonant Echoes,Song,Oceanus Folk,2020,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InStyleOf,15654,Rumors Spread Like Wildfire,Rumors Spread Like Wildfire,Song,Oceanus Folk,2020,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InStyleOf,16279,No Man's Territory,No Man's Territory,Song,Oceanus Folk,2020,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InterpolatesFrom,3782,Echoes of Solitude,Echoes of Solitude,Song,Oceanus Folk,2020,14206,Distant Melodies,Distant Melodies,Song,Synthpop,2013,Synthpop
OF -> Other,InStyleOf,8881,Shylock's Shadows,Shylock's Shadows,Song,Oceanus Folk,2020,10596,Roots Between Worlds,Roots Between Worlds,Song,Indie Folk,2013,Indie Folk
OF -> Other,CoverOf,8978,Springtime Whispers on the Seine,Springtime Whispers on the Seine,Song,Oceanus Folk,2020,15325,Birthright Anthem,Birthright Anthem,Album,Indie Folk,2013,Indie Folk
OF -> Other,InStyleOf,13342,Unaccompanied Breath,Unaccompanied Breath,Album,Oceanus Folk,2021,13591,Echoes of a Sylvan Daydream,Echoes of a Sylvan Daydream,Song,Doom Metal,2010,Doom Metal
OF -> Other,InterpolatesFrom,16457,Manger's Midnight,Manger's Midnight,Song,Oceanus Folk,2021,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InterpolatesFrom,13342,Unaccompanied Breath,Unaccompanied Breath,Album,Oceanus Folk,2021,10793,Miles From Where I Belong,Miles From Where I Belong,Song,Synthwave,2013,Synthwave
OF -> Other,DirectlySamples,2662,Rhythm Revolution,Rhythm Revolution,Album,Oceanus Folk,2022,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,LyricalReferenceTo,5730,Wayward Journey,Wayward Journey,Album,Oceanus Folk,2022,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,CoverOf,14198,Timón de Esperanza,Timón de Esperanza,Song,Oceanus Folk,2022,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,LyricalReferenceTo,5730,Wayward Journey,Wayward Journey,Album,Oceanus Folk,2022,11269,Dust and Determination,Dust and Determination,Song,Indie Folk,2016,Indie Folk
OF -> Other,InStyleOf,3956,Eternal Light Descends,Eternal Light Descends,Song,Oceanus Folk,2023,6006,Mercy's Endless Tide,Mercy's Endless Tide,Song,Doom Metal,2004,Doom Metal
OF -> Other,LyricalReferenceTo,15017,Echoes of the Puszta: Chamber Variations,Echoes of the Puszta: Chamber Variations,Song,Oceanus Folk,2023,11378,Teenage Dream Machine,Teenage Dream Machine,Song,Indie Folk,2004,Indie Folk
OF -> Other,CoverOf,1489,Perfection's Reflection,Perfection's Reflection,Song,Oceanus Folk,2023,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InStyleOf,3367,Courage in Quiet Moments,Courage in Quiet Moments,Song,Oceanus Folk,2023,8888,Bonds of Ducats,Bonds of Ducats,Song,Indie Rock,2010,Indie Rock
OF -> Other,LyricalReferenceTo,3956,Eternal Light Descends,Eternal Light Descends,Song,Oceanus Folk,2023,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,LyricalReferenceTo,6170,Twilight's Gentle Whisper,Twilight's Gentle Whisper,Song,Oceanus Folk,2023,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,LyricalReferenceTo,6428,Echoes of Joy,Echoes of Joy,Song,Oceanus Folk,2023,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InStyleOf,7019,Counterpoint's Silent Serenade,Counterpoint's Silent Serenade,Song,Oceanus Folk,2023,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InStyleOf,7180,Aviator's First Dance,Aviator's First Dance,Song,Oceanus Folk,2023,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,LyricalReferenceTo,7235,The Last Letter to Julianne,The Last Letter to Julianne,Song,Oceanus Folk,2023,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,DirectlySamples,9062,Potato Fields Forever,Potato Fields Forever,Album,Oceanus Folk,2023,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,CoverOf,11567,Wild Tonight,Wild Tonight,Song,Oceanus Folk,2023,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,LyricalReferenceTo,11978,Sparks Unbound,Sparks Unbound,Song,Oceanus Folk,2023,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InterpolatesFrom,13173,Liturgical Whispers,Liturgical Whispers,Song,Oceanus Folk,2023,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,LyricalReferenceTo,14720,Crimson Ledger of the Desert Riders,Crimson Ledger of the Desert Riders,Song,Oceanus Folk,2023,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InStyleOf,15017,Echoes of the Puszta: Chamber Variations,Echoes of the Puszta: Chamber Variations,Song,Oceanus Folk,2023,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,CoverOf,15415,Pale Light of Farewell,Pale Light of Farewell,Song,Oceanus Folk,2023,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,LyricalReferenceTo,15812,Elevation of Desire,Elevation of Desire,Song,Oceanus Folk,2023,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,CoverOf,15954,Inches Apart,Inches Apart,Song,Oceanus Folk,2023,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InStyleOf,15973,When Angels Breathe,When Angels Breathe,Song,Oceanus Folk,2023,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,LyricalReferenceTo,16180,Siege of Barcelona's Twilight,Siege of Barcelona's Twilight,Song,Oceanus Folk,2023,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InterpolatesFrom,16400,Aquatic Rebirth (1983),Aquatic Rebirth (1983),Song,Oceanus Folk,2023,12673,Whispers of Impermanence,Whispers of Impermanence,Song,Americana,2013,Americana
OF -> Other,CoverOf,757,Mirage of Memories,Mirage of Memories,Song,Oceanus Folk,2023,13563,Unique Frequencies,Unique Frequencies,Album,Synthpop,2017,Synthpop
OF -> Other,InterpolatesFrom,9571,Echoes of the Sámi Horizon,Echoes of the Sámi Horizon,Song,Oceanus Folk,2023,13563,Unique Frequencies,Unique Frequencies,Album,Synthpop,2017,Synthpop
OF -> Other,InterpolatesFrom,10406,The Misplaced Heir,The Misplaced Heir,Song,Oceanus Folk,2023,13563,Unique Frequencies,Unique Frequencies,Album,Synthpop,2017,Synthpop
OF -> Other,InterpolatesFrom,15954,Inches Apart,Inches Apart,Song,Oceanus Folk,2023,13563,Unique Frequencies,Unique Frequencies,Album,Synthpop,2017,Synthpop
OF -> Other,InStyleOf,16400,Aquatic Rebirth (1983),Aquatic Rebirth (1983),Song,Oceanus Folk,2023,5854,Sunlight Whispers,Sunlight Whispers,Song,Indie Folk,2017,Indie Folk
OF -> Other,LyricalReferenceTo,16582,Drowning in Denial,Drowning in Denial,Song,Oceanus Folk,2023,13563,Unique Frequencies,Unique Frequencies,Album,Synthpop,2017,Synthpop
OF -> Other,LyricalReferenceTo,6941,Echoes of Devotion,Echoes of Devotion,Song,Oceanus Folk,2023,4818,Unaccompanied Heart,Unaccompanied Heart,Song,Doom Metal,2018,Doom Metal
OF -> Other,InStyleOf,8620,Kaleidoscope Eyes,Kaleidoscope Eyes,Song,Oceanus Folk,2023,5826,Mirror of Affection,Mirror of Affection,Song,Desert Rock,2020,Desert Rock
OF -> Other,DirectlySamples,12926,Tartan and Revenge,Tartan and Revenge,Song,Oceanus Folk,2023,15754,Identity Crisis,Identity Crisis,Song,Indie Folk,2021,Indie Folk
OF -> Other,LyricalReferenceTo,12067,Fragments of Friendship,Fragments of Friendship,Song,Oceanus Folk,2024,9651,In The Chamber of My Heart,In The Chamber of My Heart,Song,Indie Folk,2007,Indie Folk
OF -> Other,CoverOf,13516,Rings and Revelations,Rings and Revelations,Song,Oceanus Folk,2024,6762,Fragile Constellations,Fragile Constellations,Song,Symphonic Metal,2007,Symphonic Metal
OF -> Other,CoverOf,3243,Desert Migrations,Desert Migrations,Song,Oceanus Folk,2024,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InStyleOf,12362,Dust and Spurs,Dust and Spurs,Album,Oceanus Folk,2024,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,CoverOf,13516,Rings and Revelations,Rings and Revelations,Song,Oceanus Folk,2024,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InterpolatesFrom,3972,Infinite Incarnation,Infinite Incarnation,Song,Oceanus Folk,2024,13563,Unique Frequencies,Unique Frequencies,Album,Synthpop,2017,Synthpop
OF -> Other,DirectlySamples,17261,The Kelp Forest Canticles,The Kelp Forest Canticles,Album,Oceanus Folk,2024,2197,Hallowed Transaction,Hallowed Transaction,Album,Doom Metal,2017,Doom Metal
OF -> Other,CoverOf,17261,The Kelp Forest Canticles,The Kelp Forest Canticles,Album,Oceanus Folk,2024,9223,Für uns alle zusammen,Für uns alle zusammen,Song,Alternative Rock,2017,Alternative Rock
OF -> Other,InterpolatesFrom,6272,Quartet in Shadowed Light,Quartet in Shadowed Light,Album,Oceanus Folk,2025,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,CoverOf,6447,Endless Mental Replay,Endless Mental Replay,Song,Oceanus Folk,2025,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InStyleOf,8714,Luminous Silence,Luminous Silence,Song,Oceanus Folk,2025,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InStyleOf,9739,Wraith's Maritime Lament,Wraith's Maritime Lament,Song,Oceanus Folk,2025,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InterpolatesFrom,14940,Faded Polaroids,Faded Polaroids,Song,Oceanus Folk,2025,8888,Bonds of Ducats,Bonds of Ducats,Song,Indie Rock,2010,Indie Rock
OF -> Other,LyricalReferenceTo,15384,Strings of Destiny,Strings of Destiny,Song,Oceanus Folk,2025,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,LyricalReferenceTo,11515,Perfectly Plastic,Perfectly Plastic,Song,Oceanus Folk,2025,4046,Sweet Katharina's Lament,Sweet Katharina's Lament,Album,Jazz Surf Rock,2018,Jazz Surf Rock
OF -> Other,CoverOf,8714,Luminous Silence,Luminous Silence,Song,Oceanus Folk,2025,2398,Numbers Between The Stars,Numbers Between The Stars,Song,Indie Folk,2023,Indie Folk
OF -> Other,InterpolatesFrom,5761,No Redemption,No Redemption,Song,Oceanus Folk,2026,1977,Verdant Paths of Memory,Verdant Paths of Memory,Album,Indie Folk,2000,Indie Folk
OF -> Other,LyricalReferenceTo,5761,No Redemption,No Redemption,Song,Oceanus Folk,2026,14086,Sunbeam Serenade,Sunbeam Serenade,Song,Doom Metal,2005,Doom Metal
OF -> Other,InStyleOf,2169,Brake Lights and Broken Hearts,Brake Lights and Broken Hearts,Song,Oceanus Folk,2026,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InterpolatesFrom,9912,Silent Eulogy at Your Feet,Silent Eulogy at Your Feet,Song,Oceanus Folk,2026,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InStyleOf,10426,Somewhere Between Somewhere,Somewhere Between Somewhere,Song,Oceanus Folk,2026,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InterpolatesFrom,11655,Whispers Between Lovers,Whispers Between Lovers,Song,Oceanus Folk,2026,8952,Forest Echoes and Forgotten Dreams,Forest Echoes and Forgotten Dreams,Song,Synthwave,2010,Synthwave
OF -> Other,DirectlySamples,16192,The Question That Lingers,The Question That Lingers,Song,Oceanus Folk,2026,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,DirectlySamples,16264,Ceremonial Footsteps,Ceremonial Footsteps,Song,Oceanus Folk,2026,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,LyricalReferenceTo,7687,Geologic Pulse,Geologic Pulse,Album,Oceanus Folk,2026,13758,Whispers of the Shoreline,Whispers of the Shoreline,Song,Indie Folk,2013,Indie Folk
OF -> Other,CoverOf,10159,Synaptic Cereal Spoon,Synaptic Cereal Spoon,Album,Oceanus Folk,2026,14136,Sonnets of the Heart,Sonnets of the Heart,Song,Doom Metal,2013,Doom Metal
OF -> Other,InStyleOf,11655,Whispers Between Lovers,Whispers Between Lovers,Song,Oceanus Folk,2026,9702,Echoes in My Mind,Echoes in My Mind,Song,Synthwave,2013,Synthwave
OF -> Other,DirectlySamples,11655,Whispers Between Lovers,Whispers Between Lovers,Song,Oceanus Folk,2026,6080,Starlit Chains,Starlit Chains,Song,Doom Metal,2013,Doom Metal
OF -> Other,InStyleOf,15316,Bloodline Legacy,Bloodline Legacy,Song,Oceanus Folk,2026,6322,Montmartre Moonlight,Montmartre Moonlight,Song,Desert Rock,2013,Desert Rock
OF -> Other,InterpolatesFrom,17270,Salt-Kissed Rhymes,Salt-Kissed Rhymes,Song,Oceanus Folk,2026,11859,Caught in the Cricket Crease,Caught in the Cricket Crease,Album,Lo-Fi Electronica,2014,Lo-Fi Electronica
OF -> Other,InterpolatesFrom,4023,Echoes of Bananal's Green,Echoes of Bananal's Green,Song,Oceanus Folk,2026,5854,Sunlight Whispers,Sunlight Whispers,Song,Indie Folk,2017,Indie Folk
OF -> Other,CoverOf,16264,Ceremonial Footsteps,Ceremonial Footsteps,Song,Oceanus Folk,2026,13563,Unique Frequencies,Unique Frequencies,Album,Synthpop,2017,Synthpop
OF -> Other,InStyleOf,17270,Salt-Kissed Rhymes,Salt-Kissed Rhymes,Song,Oceanus Folk,2026,16209,The Void Inside,The Void Inside,Song,Dream Pop,2017,Dream Pop
OF -> Other,DirectlySamples,8858,Chromatic Reflections on a Theme,Chromatic Reflections on a Theme,Song,Oceanus Folk,2026,12445,The Infinite Melody,The Infinite Melody,Song,Synthpop,2020,Synthpop
OF -> Other,LyricalReferenceTo,11679,Snapshot of Forever,Snapshot of Forever,Song,Oceanus Folk,2026,3991,Instrument Failure,Instrument Failure,Song,Synthwave,2021,Synthwave
OF -> Other,CoverOf,12259,Whispers of Manuela's Horizon,Whispers of Manuela's Horizon,Song,Oceanus Folk,2026,15754,Identity Crisis,Identity Crisis,Song,Indie Folk,2021,Indie Folk
OF -> Other,InStyleOf,13027,Shadows Beneath the Palm,Shadows Beneath the Palm,Song,Oceanus Folk,2026,8263,Neat and Twisted,Neat and Twisted,Song,Psychedelic Rock,2022,Psychedelic Rock
OF -> Other,CoverOf,14220,Grip of Memory,Grip of Memory,Song,Oceanus Folk,2026,16259,Twilight of the Weekly Cycle,Twilight of the Weekly Cycle,Song,Indie Folk,2023,Indie Folk
OF -> Other,DirectlySamples,15316,Bloodline Legacy,Bloodline Legacy,Song,Oceanus Folk,2026,4534,Whispers Between Lines,Whispers Between Lines,Song,Dream Pop,2023,Dream Pop
OF -> Other,CoverOf,15316,Bloodline Legacy,Bloodline Legacy,Song,Oceanus Folk,2026,15889,Whispers in Shadows,Whispers in Shadows,Song,Psychedelic Rock,2023,Psychedelic Rock
OF -> Other,InterpolatesFrom,13027,Shadows Beneath the Palm,Shadows Beneath the Palm,Song,Oceanus Folk,2026,14223,Anchored Hearts,Anchored Hearts,Song,Psychedelic Rock,2024,Psychedelic Rock
OF -> Other,CoverOf,14220,Grip of Memory,Grip of Memory,Song,Oceanus Folk,2026,3688,Distant Farewell,Distant Farewell,Song,Doom Metal,2026,Doom Metal
OF -> Other,LyricalReferenceTo,15316,Bloodline Legacy,Bloodline Legacy,Song,Oceanus Folk,2026,2779,Rhythmic Regiment,Rhythmic Regiment,Song,Psychedelic Rock,2026,Psychedelic Rock
OF -> Other,InterpolatesFrom,8453,Bullets and Badges,Bullets and Badges,Song,Oceanus Folk,2026,9214,Unsere gemeinsame Stimme,Unsere gemeinsame Stimme,Song,Desert Rock,2028,Desert Rock
OF -> Other,CoverOf,17238,Ocean Breeze,Ocean Breeze,Song,Oceanus Folk,2027,9068,Sawtooth Serenade,Sawtooth Serenade,Album,Blues Rock,1998,Blues Rock
OF -> Other,LyricalReferenceTo,746,"Let Me Go, Let Me Rise","Let Me Go, Let Me Rise",Song,Oceanus Folk,2027,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
OF -> Other,InterpolatesFrom,7876,Falling Without a Parachute,Falling Without a Parachute,Song,Oceanus Folk,2027,1841,Ripples and Whispers,Ripples and Whispers,Song,Indie Folk,2010,Indie Folk
