artist_id,artist_name,artist_display_name,artist_type,stage_name,num_performed_works,num_all_contributed_works,all_role_types,primary_genre,all_performance_genres,first_performance_year,last_performance_year,career_span_years,num_notable_performed_works,performed_work_influence_received,is_oceanus_folk_artist
6424,Cheryl Carter,Cheryl Carter,Person,,5,5,ComposerOf; LyricistOf; PerformerOf,Americana,Americana; Doom Metal; Indie Folk; Indie Rock; Synthpop,2012,2024,12,5,8,False
9380,Jun Dai,Jun Dai,Person,,5,6,PerformerOf; ProducerOf,Jazz Surf Rock,Americana; Jazz Surf Rock; Psychedelic Rock,2020,2028,8,5,8,False
108,Brandon Vasquez,Brandon Vasquez,Person,,4,4,LyricistOf; PerformerOf,Alternative Rock,Alternative Rock; Blues Rock; Southern Gothic Rock,2006,2027,21,4,8,False
1752,Tao Cui,Tao Cui,Person,,4,4,ComposerOf; LyricistOf; PerformerOf,Dream Pop,Desert Rock; Dream Pop; Psychedelic Rock,2017,2029,12,4,8,False
2172,Monica Nelson,Monica Nelson,Person,,4,5,LyricistOf; PerformerOf; ProducerOf,Oceanus Folk,Doom Metal; Dream Pop; Oceanus Folk,2017,2026,9,4,8,True
2651,Renee Williams,Renee Williams,Person,,4,4,LyricistOf; PerformerOf,Doom Metal,Doom Metal; Synthwave,2012,2025,13,4,8,False
4231,Jonathan Poole,Jonathan Poole,Person,,4,7,ComposerOf; LyricistOf; PerformerOf; ProducerOf,Indie Pop,Indie Pop; Southern Gothic Rock,1991,2013,22,4,8,False
4568,Guglielmo Canetta,Guglielmo Canetta,Person,,4,6,ComposerOf; PerformerOf; ProducerOf,Oceanus Folk,Doom Metal; Dream Pop; Oceanus Folk,2004,2007,3,4,8,True
5049,Robert Knight,Robert Knight,Person,,4,5,ComposerOf; PerformerOf,Americana,Americana; Doom Metal,1994,2010,16,4,8,False
6568,Qiang Gao,Qiang Gao,Person,,4,4,PerformerOf,Psychedelic Rock,Psychedelic Rock; Space Rock; Synthwave,2013,2019,6,4,8,False
8196,Amy Lee,Amy Lee,Person,,4,4,PerformerOf,Indie Rock,Indie Rock; Space Rock,2007,2026,19,4,8,False
16766,Synaptic Collapse,Synaptic Collapse,MusicalGroup,,4,5,LyricistOf; PerformerOf,Lo-Fi Electronica,Lo-Fi Electronica,2013,2020,7,4,8,False
16767,Whispers & Echoes,Whispers & Echoes,MusicalGroup,,4,5,LyricistOf; PerformerOf,Doom Metal,Doom Metal; Indie Rock; Post-Apocalyptic Folk,2013,2025,12,4,8,False
16814,Sonic Pulse,Sonic Pulse,MusicalGroup,,4,4,PerformerOf; ProducerOf,Speed Metal,Speed Metal,1998,2003,5,4,8,False
83,Loretta Roberts,Loretta Roberts,Person,,3,4,ComposerOf; PerformerOf,Southern Gothic Rock,Emo/Pop Punk; Southern Gothic Rock,1996,2025,29,3,8,False
817,Jing Tian,Jing Tian,Person,,3,3,PerformerOf,Dream Pop,Dream Pop; Psychedelic Rock; Space Rock,2023,2028,5,3,8,False
2005,Coriolano Luria-Scialpi,Coriolano Luria-Scialpi,Person,,3,3,PerformerOf,Doom Metal,Doom Metal; Dream Pop; Oceanus Folk,2004,2024,20,3,8,True
3165,Jamie Ramos,Jamie Ramos,Person,,3,4,ComposerOf; PerformerOf,Speed Metal,Speed Metal,1998,2001,3,3,8,False
3311,Kendra Rivera,Kendra Rivera,Person,,3,3,ComposerOf; PerformerOf,Synthwave,Dream Pop; Synthwave,1997,2014,17,3,8,False
4494,Thomas Harrison,Thomas Harrison,Person,,3,3,LyricistOf; PerformerOf,Space Rock,Space Rock; Synthwave,2010,2018,8,3,8,False
5805,Yan Yin,Yan Yin,Person,,3,4,LyricistOf; PerformerOf,Lo-Fi Electronica,Lo-Fi Electronica,2017,2024,7,3,8,False
5807,Ping Xia,Ping Xia,Person,,3,3,LyricistOf; PerformerOf,Lo-Fi Electronica,Lo-Fi Electronica,2017,2024,7,3,8,False
8194,Pamela Chan,Pamela Chan,Person,,3,3,PerformerOf; ProducerOf,Indie Rock,Indie Rock,2007,2017,10,3,8,False
8778,Xiulan Yao,Xiulan Yao,Person,,3,3,PerformerOf,Americana,Americana; Indie Folk; Synthwave,2015,2023,8,3,8,False
9633,Bryan Smith,Bryan Smith,Person,,3,3,LyricistOf; PerformerOf,Desert Rock,Desert Rock; Oceanus Folk; Synthwave,2013,2029,16,3,8,True
11906,Katrina Hendricks,Katrina Hendricks,Person,,3,3,PerformerOf,Alternative Rock,Alternative Rock,1997,2007,10,3,8,False
12814,Jun Yi,Jun Yi,Person,,3,4,LyricistOf; PerformerOf,Doom Metal,Doom Metal; Indie Folk,2007,2015,8,3,8,False
16780,Midnight Harvest,Midnight Harvest,MusicalGroup,,3,4,ComposerOf; PerformerOf,Dream Pop,Dream Pop; Indie Rock; Synthwave,2010,2032,22,3,8,False
16788,Shared Secrets,Shared Secrets,MusicalGroup,,3,4,ComposerOf; PerformerOf,Doom Metal,Doom Metal,2007,2013,6,3,8,False
221,Olaf Szumny,Olaf Szumny,Person,,2,3,ComposerOf; PerformerOf,Dream Pop,Dream Pop,1991,1997,6,2,8,False
341,Dierk Bohlander,Dierk Bohlander,Person,,2,3,ComposerOf; PerformerOf; ProducerOf,Southern Gothic Rock,Southern Gothic Rock,2016,2027,11,2,8,False
1979,Anouk Schatteleijn,Anouk Schatteleijn,Person,,2,3,ComposerOf; LyricistOf; PerformerOf; ProducerOf,Desert Rock,Desert Rock; Indie Folk,2000,2013,13,2,8,False
6182,Shirley Riley,Shirley Riley,Person,,2,3,ComposerOf; PerformerOf,Desert Rock,Desert Rock; Indie Folk,2010,2013,3,2,8,False
6952,Ping He,Ping He,Person,,2,3,LyricistOf; PerformerOf; ProducerOf,Indie Rock,Indie Rock; Synthwave,2010,2017,7,2,8,False
8037,Olga Kosałka,Olga Kosałka,Person,,2,3,ComposerOf; PerformerOf,Indie Pop,Indie Pop,2010,2014,4,2,8,False
16834,Moonlit Avenue,Moonlit Avenue,MusicalGroup,,2,3,PerformerOf; ProducerOf,Dream Pop,Dream Pop,1991,1997,6,2,8,False
16921,Ethereal Chorus,Ethereal Chorus,MusicalGroup,,2,3,LyricistOf; PerformerOf; ProducerOf,Indie Folk,Indie Folk,2013,2013,0,2,8,False
1248,Gang Cao,Gang Cao,Person,,1,3,ComposerOf; LyricistOf; PerformerOf; ProducerOf,Indie Rock,Indie Rock,2009,2009,0,1,8,False
3162,Xiuying Cai,Xiuying Cai,Person,,1,3,ComposerOf; LyricistOf; PerformerOf,Desert Rock,Desert Rock,2020,2020,0,1,8,False
7044,Matthew Cowan,Matthew Cowan,Person,,1,3,ComposerOf; PerformerOf,Doom Metal,Doom Metal,2004,2004,0,1,8,False
1238,Yan Qin,Yan Qin,Person,,9,11,ComposerOf; LyricistOf; PerformerOf,Doom Metal,Desert Rock; Doom Metal; Dream Pop; Indie Folk; Synthwave,2007,2029,22,9,7,False
1650,Daniel Lyons,Daniel Lyons,Person,,9,10,ComposerOf; LyricistOf; PerformerOf; ProducerOf,Alternative Rock,Alternative Rock; Desert Rock; Dream Pop; Emo/Pop Punk; Post-Apocalyptic Folk; Psychedelic Rock; Synthwave,2013,2029,16,9,7,False
3061,Xiuying Tang,Xiuying Tang,Person,,7,7,LyricistOf; PerformerOf,Dream Pop,Dream Pop; Lo-Fi Electronica; Psychedelic Rock; Synthpop; Synthwave,2013,2029,16,7,7,False
76,Ming Ren,Ming Ren,Person,,5,5,PerformerOf; ProducerOf,Americana,Americana; Indie Folk; Indie Rock,2000,2023,23,5,7,False
1180,Guiying Liao,Guiying Liao,Person,,5,7,ComposerOf; LyricistOf; PerformerOf; ProducerOf,Desert Rock,Desert Rock; Oceanus Folk; Synthwave,2023,2029,6,5,7,True
1182,Yan Zou,Yan Zou,Person,,5,7,ComposerOf; PerformerOf,Desert Rock,Desert Rock; Oceanus Folk; Synthwave,2023,2029,6,5,7,True
2004,Martino Michelangeli,Martino Michelangeli,Person,,5,7,LyricistOf; PerformerOf,Americana,Americana; Dream Pop; Indie Folk; Oceanus Folk,2010,2017,7,5,7,True
3086,Sean Jones,Sean Jones,Person,,5,9,ComposerOf; PerformerOf; ProducerOf,Indie Pop,Emo/Pop Punk; Indie Pop; Southern Gothic Rock,1991,2020,29,4,7,False
3107,Laura Sanchez,Laura Sanchez,Person,,5,6,ComposerOf; PerformerOf,Avant-Garde Folk,Avant-Garde Folk; Southern Gothic Rock,1992,2022,30,5,7,False
3413,Tao Xie,Tao Xie,Person,,5,6,ComposerOf; PerformerOf,Synthwave,Americana; Doom Metal; Indie Folk; Synthwave,2014,2025,11,5,7,False
4098,Guiying Liao,Guiying Liao,Person,,5,7,LyricistOf; PerformerOf; ProducerOf,Dream Pop,Dream Pop; Indie Rock; Space Rock,2010,2025,15,5,7,False
4185,Na Ren,Na Ren,Person,,5,7,ComposerOf; LyricistOf; PerformerOf,Americana,Americana; Doom Metal; Indie Folk; Space Rock,2020,2025,5,5,7,False
67,Guiying Pan,Guiying Pan,Person,,4,4,PerformerOf; ProducerOf,Americana,Americana; Psychedelic Rock,2013,2023,10,4,7,False
1348,Jing Kang,Jing Kang,Person,,4,5,ComposerOf; PerformerOf,Indie Folk,Indie Folk; Oceanus Folk; Symphonic Metal,2013,2026,13,4,7,True
4566,Nicola Bernetti,Nicola Bernetti,Person,,4,6,PerformerOf; ProducerOf,Oceanus Folk,Americana; Dream Pop; Oceanus Folk,2004,2012,8,4,7,True
9108,Karina Hess,Karina Hess,Person,,4,5,ComposerOf; PerformerOf,Doom Metal,Doom Metal; Indie Rock,2010,2028,18,4,7,False
9255,Lei Hu,Lei Hu,Person,,4,4,PerformerOf,Americana,Americana; Indie Folk,2013,2029,16,4,7,False
12082,Rolando Gagliardi,Rolando Gagliardi,Person,,4,4,PerformerOf; ProducerOf,Dream Pop,Doom Metal; Dream Pop; Synthpop,2017,2028,11,2,7,False
16758,Joker's Smile,Joker's Smile,MusicalGroup,,4,6,ComposerOf; PerformerOf; ProducerOf,Americana,Americana; Doom Metal; Dream Pop; Oceanus Folk,2004,2012,8,4,7,True
16813,The Seekers,The Seekers,MusicalGroup,,4,4,ComposerOf; LyricistOf; PerformerOf,Doom Metal,Doom Metal; Psychedelic Rock; Symphonic Metal,2004,2017,13,4,7,False
397,Qiang Meng,Qiang Meng,Person,,3,3,PerformerOf,Dream Pop,Dream Pop; Post-Apocalyptic Folk,2006,2022,16,3,7,False
547,Hilmar Hänel,Hilmar Hänel,Person,,3,4,ComposerOf; PerformerOf,Doom Metal,Doom Metal; Indie Rock,2004,2023,19,3,7,False
707,Kelsey Campbell,Kelsey Campbell,Person,,3,6,ComposerOf; LyricistOf; PerformerOf; ProducerOf,Alternative Rock,Alternative Rock; Southern Gothic Rock,1992,2020,28,3,7,False
829,Xiulan Ren,Xiulan Ren,Person,,3,4,ComposerOf; PerformerOf,Lo-Fi Electronica,Lo-Fi Electronica,2014,2023,9,3,7,False
1437,Ping Sun,Ping Sun,Person,,3,4,ComposerOf; PerformerOf,Blues Rock,Blues Rock; Oceanus Folk; Synthwave,2026,2029,3,3,7,True
1442,Élodie Albert,Élodie Albert,Person,,3,4,ComposerOf; PerformerOf,Blues Rock,Blues Rock,1991,2004,13,3,7,False
1445,Maggie Faivre,Maggie Faivre,Person,,3,3,PerformerOf; ProducerOf,Blues Rock,Blues Rock,1991,2004,13,3,7,False
1610,Marianna Stefanik,Marianna Stefanik,Person,,3,3,LyricistOf; PerformerOf,Indie Folk,Dream Pop; Indie Folk,1990,2029,39,3,7,False
2660,Christopher Smith,Christopher Smith,Person,,3,6,LyricistOf; PerformerOf; ProducerOf,Dream Pop,Dream Pop,2007,2014,7,3,7,False
3108,Stacey Taylor,Stacey Taylor,Person,,3,3,ComposerOf; PerformerOf,Southern Gothic Rock,Southern Gothic Rock,1988,2001,13,3,7,False
3259,Na Xiao,Na Xiao,Person,,3,4,ComposerOf; PerformerOf,Psychedelic Rock,Dream Pop; Psychedelic Rock,1991,2022,31,3,7,False
3389,Min Shen,Min Shen,Person,,3,4,LyricistOf; PerformerOf; ProducerOf,Indie Pop,Indie Pop; Lo-Fi Electronica,1997,2017,20,2,7,False
3690,Gang Sun,Gang Sun,Person,,3,3,ComposerOf; PerformerOf; ProducerOf,Indie Folk,Doom Metal; Indie Folk,2020,2027,7,2,7,False
4433,Dhanuk Hari,Marble Wolf,Person, Marble Wolf,3,4,ComposerOf; PerformerOf; ProducerOf,Speed Metal,Alternative Rock; Speed Metal,2005,2017,12,3,7,False
5502,Fang Lu,Fang Lu,Person,,3,3,ComposerOf; PerformerOf,Indie Folk,Indie Folk,2013,2023,10,3,7,False
5909,Kaitlyn Warren,Kaitlyn Warren,Person,,3,5,LyricistOf; PerformerOf; ProducerOf,Alternative Rock,Alternative Rock; Dream Pop; Indie Folk,1985,1997,12,3,7,False
6667,Ming Zhu,Ming Zhu,Person,,3,3,PerformerOf,Indie Folk,Desert Rock; Indie Folk,2020,2029,9,3,7,False
7800,Yui Fukuda,Charlie Gray,Person, Charlie Gray,3,3,ComposerOf; LyricistOf; PerformerOf,Blues Rock,Blues Rock; Southern Gothic Rock,1992,2007,15,3,7,False
8054,Vasyl Jaroš,Vasyl Jaroš,Person,,3,3,LyricistOf; PerformerOf,Alternative Rock,Alternative Rock; Avant-Garde Folk; Speed Metal,1984,2030,46,2,7,False
8134,Wulf Lübs,Wulf Lübs,Person,,3,3,PerformerOf; ProducerOf,Dream Pop,Dream Pop,2017,2029,12,3,7,False
8468,David Lopez,David Lopez,Person,,3,4,LyricistOf; PerformerOf; ProducerOf,Doom Metal,Doom Metal; Synthwave,2004,2013,9,3,7,False
16816,Psycho Twang,Psycho Twang,MusicalGroup,,3,3,PerformerOf,Desert Rock,Desert Rock; Doom Metal; Indie Folk,2017,2029,12,3,7,False
16853,Stormens Sång,Stormens Sång,MusicalGroup,,3,3,ComposerOf; PerformerOf,Indie Rock,Indie Rock,2017,2024,7,2,7,False
2213,Maria Tyler,Maria Tyler,Person,,2,3,ComposerOf; PerformerOf; ProducerOf,Doom Metal,Doom Metal,2012,2016,4,2,7,False
5645,Wei Zhao,Wei Zhao,Person,,2,3,LyricistOf; PerformerOf; ProducerOf,Lo-Fi Electronica,Lo-Fi Electronica,1998,2014,16,2,7,False
6159,Debra Martin,Debra Martin,Person,,2,3,ComposerOf; PerformerOf; ProducerOf,Avant-Garde Folk,Avant-Garde Folk,2017,2025,8,1,7,False
6270,Yan Feng,Yan Feng,Person,,2,5,ComposerOf; PerformerOf; ProducerOf,Dream Pop,Dream Pop; Indie Folk,2013,2019,6,2,7,False
6566,Lei Tan,Lei Tan,Person,,2,3,LyricistOf; PerformerOf,Psychedelic Rock,Psychedelic Rock; Space Rock,2019,2019,0,2,7,False
6567,Jing Sun,Jing Sun,Person,,2,3,PerformerOf; ProducerOf,Psychedelic Rock,Psychedelic Rock; Space Rock,2019,2019,0,2,7,False
7085,Wendy Brown,Wendy Brown,Person,,2,3,ComposerOf; LyricistOf; PerformerOf,Dream Pop,Dream Pop; Indie Folk,2020,2027,7,2,7,False
9753,Yan Gong,Yan Gong,Person,,2,3,LyricistOf; PerformerOf,Darkwave,Darkwave; Synthwave,2021,2026,5,2,7,False
16887,Jazzy Wanderers,Jazzy Wanderers,MusicalGroup,,2,3,PerformerOf; ProducerOf,Lo-Fi Electronica,Lo-Fi Electronica,2017,2022,5,2,7,False
1465,Lei Duan,Lei Duan,Person,,8,10,LyricistOf; PerformerOf; ProducerOf,Americana,Americana; Dream Pop; Indie Folk; Indie Rock; Space Rock,1991,2028,37,8,6,False
190,Peter Haering,Peter Haering,Person,,7,11,PerformerOf; ProducerOf,Doom Metal,Doom Metal; Indie Folk; Indie Rock; Post-Apocalyptic Folk,2013,2025,12,7,6,False
769,Florian van Santen-Sanders,Florian van Santen-Sanders,Person,,6,8,ComposerOf; PerformerOf; ProducerOf,Psychedelic Rock,Americana; Dream Pop; Psychedelic Rock; Synthwave,2013,2026,13,6,6,False
1241,Fang Su,Fang Su,Person,,6,6,ComposerOf; PerformerOf,Doom Metal,Doom Metal; Synthwave,2010,2028,18,6,6,False
1410,Guiying Yan,Guiying Yan,Person,,6,9,LyricistOf; PerformerOf; ProducerOf,Symphonic Metal,Desert Rock; Doom Metal; Dream Pop; Indie Folk; Symphonic Metal,2017,2029,12,5,6,False
3447,Li Gu,Li Gu,Person,,6,6,PerformerOf; ProducerOf,Synthwave,Doom Metal; Indie Rock; Synthwave,2020,2028,8,6,6,False
4131,Kelsey Hernandez,Kelsey Hernandez,Person,,6,6,ComposerOf; LyricistOf; PerformerOf,Speed Metal,Speed Metal,2017,2026,9,6,6,False
6316,Dennis Lee,Dennis Lee,Person,,6,8,LyricistOf; PerformerOf; ProducerOf,Southern Gothic Rock,Alternative Rock; Blues Rock; Southern Gothic Rock,2007,2029,22,6,6,False
11983,Linda Reed,Linda Reed,Person,,6,6,ComposerOf; PerformerOf,Indie Rock,Dream Pop; Indie Folk; Indie Rock; Synthwave,2020,2026,6,5,6,False
594,Na Fan,Na Fan,Person,,5,6,PerformerOf; ProducerOf,Darkwave,Darkwave; Dream Pop; Symphonic Metal,2022,2029,7,5,6,False
1220,Jie Lai,Jie Lai,Person,,5,9,LyricistOf; PerformerOf,Americana,Americana; Indie Folk; Synthwave,2013,2025,12,5,6,False
2345,Alla Lorch,Alla Lorch,Person,,5,10,ComposerOf; LyricistOf; PerformerOf; ProducerOf,Doom Metal,Americana; Doom Metal,2007,2023,16,5,6,False
3820,Melanie Jimenez,Melanie Jimenez,Person,,5,7,ComposerOf; LyricistOf; PerformerOf,Synthwave,Alternative Rock; Dream Pop; Synthwave,1994,2023,29,5,6,False
4134,Dwayne Wilson,Dwayne Wilson,Person,,5,5,PerformerOf,Speed Metal,Speed Metal,2017,2026,9,5,6,False
4445,Arnaude Joseph-Lacombe,Arnaude Joseph-Lacombe,Person,,5,6,PerformerOf; ProducerOf,Indie Folk,Doom Metal; Dream Pop; Indie Folk; Indie Rock,2017,2027,10,4,6,False
4465,Qiang Song,Qiang Song,Person,,5,6,LyricistOf; PerformerOf; ProducerOf,Dream Pop,Darkwave; Dream Pop; Indie Folk; Post-Apocalyptic Folk,2017,2032,15,5,6,False
6036,Yan Kang,Vesper Illusion,Person,Vesper Illusion,5,5,ComposerOf; LyricistOf; PerformerOf; ProducerOf,Alternative Rock,Alternative Rock; Blues Rock; Emo/Pop Punk; Indie Pop; Speed Metal,2005,2024,19,5,6,False
334,Christopher Lee,Christopher Lee,Person,,4,5,PerformerOf; ProducerOf,Southern Gothic Rock,Blues Rock; Indie Pop; Southern Gothic Rock,1992,2025,33,4,6,False
2080,Ellen Ford,Ellen Ford,Person,,4,4,ComposerOf; LyricistOf; PerformerOf; ProducerOf,Indie Pop,Indie Pop; Southern Gothic Rock,2006,2026,20,3,6,False
2151,Vito Stroh,Vito Stroh,Person,,4,5,ComposerOf; PerformerOf; ProducerOf,Southern Gothic Rock,Avant-Garde Folk; Indie Pop; Southern Gothic Rock,1992,2023,31,4,6,False
3313,Lei Yang,Lei Yang,Person,,4,5,ComposerOf; LyricistOf; PerformerOf; ProducerOf,Alternative Rock,Alternative Rock; Dream Pop; Indie Folk; Synthwave,2010,2023,13,4,6,False
3716,Qiang Xie,Qiang Xie,Person,,4,4,ComposerOf; LyricistOf; PerformerOf,Dream Pop,Dream Pop; Jazz Surf Rock; Oceanus Folk,2023,2029,6,4,6,True
4848,Francesca Maglio,Francesca Maglio,Person,,4,6,LyricistOf; PerformerOf,Doom Metal,Doom Metal; Dream Pop; Indie Rock; Synthwave,2004,2030,26,4,6,False
5539,Sean Rodgers,Sean Rodgers,Person,,4,4,ComposerOf; PerformerOf; ProducerOf,Doom Metal,Doom Metal,2001,2023,22,4,6,False
6198,Xiuying Cheng,Xiuying Cheng,Person,,4,5,ComposerOf; PerformerOf,Dream Pop,Desert Rock; Dream Pop; Indie Rock,2017,2032,15,4,6,False
6470,Andrej Ruppersberger,Andrej Ruppersberger,Person,,4,4,LyricistOf; PerformerOf,Blues Rock,Blues Rock,2000,2010,10,4,6,False
7398,Charles Vazquez,Charles Vazquez,Person,,4,5,ComposerOf; LyricistOf; PerformerOf,Lo-Fi Electronica,Lo-Fi Electronica; Oceanus Folk; Post-Apocalyptic Folk; Synthwave,2000,2026,26,4,6,True
9194,Giuliana Costanzi,Giuliana Costanzi,Person,,4,4,PerformerOf,Doom Metal,Doom Metal; Indie Folk; Synthwave,2017,2027,10,4,6,False
16774,Echoes of Arcadia,Echoes of Arcadia,MusicalGroup,,4,5,ComposerOf; LyricistOf; PerformerOf,Speed Metal,Speed Metal,2017,2023,6,4,6,False
20,Xiuying Meng,Xiuying Meng,Person,,3,3,PerformerOf,Darkwave,Darkwave; Doom Metal,2020,2027,7,2,6,False
657,Min Liao,Min Liao,Person,,3,3,PerformerOf,Psychedelic Rock,Americana; Psychedelic Rock,2015,2024,9,3,6,False
1347,Guiying Cao,Guiying Cao,Person,,3,5,ComposerOf; LyricistOf; PerformerOf; ProducerOf,Doom Metal,Doom Metal; Indie Folk; Oceanus Folk,2010,2026,16,3,6,True
1438,Jie Cui,Jie Cui,Person,,3,3,PerformerOf; ProducerOf,Oceanus Folk,Oceanus Folk; Synthwave,2023,2029,6,3,6,True
1942,Yan Han,Yan Han,Person,,3,5,ComposerOf; LyricistOf; PerformerOf,Dream Pop,Dream Pop; Space Rock; Symphonic Metal,2020,2028,8,3,6,False
2007,Luigina Camuccini,Luigina Camuccini,Person,,3,3,PerformerOf,Doom Metal,Doom Metal; Indie Folk; Indie Rock,2004,2025,21,3,6,False
2101,Rebekka Lehmann,Rebekka Lehmann,Person,,3,4,ComposerOf; PerformerOf,Symphonic Metal,Doom Metal; Symphonic Metal,2010,2023,13,3,6,False
2400,Yan Tang,Yan Tang,Person,,3,5,ComposerOf; PerformerOf,Americana,Americana; Indie Folk,2010,2023,13,3,6,False
3359,Aneta Pruschke-Sölzer,Aneta Pruschke-Sölzer,Person,,3,3,ComposerOf; PerformerOf,Oceanus Folk,Dream Pop; Oceanus Folk,2010,2017,7,3,6,True
3588,Antonietta Zaccagnini,Antonietta Zaccagnini,Person,,3,3,PerformerOf; ProducerOf,Doom Metal,Doom Metal; Indie Rock; Synthwave,2004,2027,23,3,6,False
5048,Dennis Bush,Dennis Bush,Person,,3,3,PerformerOf; ProducerOf,Americana,Americana; Doom Metal,1994,2007,13,3,6,False
6525,Kristin Anderson,Kristin Anderson,Person,,3,4,ComposerOf; PerformerOf; ProducerOf,Desert Rock,Desert Rock; Dream Pop,2020,2027,7,3,6,False
7143,Ming Xiang,Ming Xiang,Person,,3,3,LyricistOf; PerformerOf,Indie Folk,Desert Rock; Indie Folk,2013,2029,16,3,6,False
8775,Jessica Peck,Jessica Peck,Person,,3,3,PerformerOf; ProducerOf,Lo-Fi Electronica,Alternative Rock; Lo-Fi Electronica,2011,2030,19,3,6,False
9203,Bogdan Gehringer,Bogdan Gehringer,Person,,3,3,PerformerOf,Doom Metal,Doom Metal; Indie Folk; Symphonic Metal,2007,2027,20,3,6,False
10742,Scott Mckinney,Scott Mckinney,Person,,3,3,PerformerOf,Desert Rock,Desert Rock; Dream Pop,2020,2027,7,3,6,False
10744,Terry Gonzalez,Terry Gonzalez,Person,,3,3,ComposerOf; PerformerOf,Desert Rock,Desert Rock; Dream Pop,2020,2027,7,3,6,False
10745,Peter Jacobi Jäckel,Peter Jacobi Jäckel,Person,,3,3,PerformerOf,Desert Rock,Desert Rock; Dream Pop,2020,2027,7,3,6,False
15224,Juan Shi,Juan Shi,Person,,3,3,PerformerOf,Jazz Surf Rock,Jazz Surf Rock; Space Rock; Synthwave,2003,2026,23,3,6,False
16793,Snout Noise,Snout Noise,MusicalGroup,,3,4,ComposerOf; PerformerOf,Indie Folk,Americana; Indie Folk,2013,2020,7,3,6,False
16794,Prisma Flux,Prisma Flux,MusicalGroup,,3,4,LyricistOf; PerformerOf,Desert Rock,Desert Rock; Dream Pop,2020,2027,7,3,6,False
16832,Whisper the Thistles,Whisper the Thistles,MusicalGroup,,3,3,LyricistOf; PerformerOf,Doom Metal,Doom Metal,2013,2023,10,3,6,False
16885,Diaspora Rising,Diaspora Rising,MusicalGroup,,3,3,ComposerOf; PerformerOf,Blues Rock,Blues Rock,2000,2004,4,3,6,False
16899,Arco Luminoso,Arco Luminoso,MusicalGroup,,3,3,PerformerOf,Darkwave,Darkwave; Dream Pop,2022,2028,6,3,6,False
16935,Fallen Cherubs,Fallen Cherubs,MusicalGroup,,3,3,LyricistOf; PerformerOf; ProducerOf,Desert Rock,Desert Rock; Synthwave,2022,2026,4,3,6,False
696,Fang Chen,Fang Chen,Person,,2,4,LyricistOf; PerformerOf; ProducerOf,Alternative Rock,Alternative Rock; Avant-Garde Folk,2020,2025,5,2,6,False
873,Angelita Belda Enríquez,Angelita Belda Enríquez,Person,,2,5,ComposerOf; LyricistOf; PerformerOf,Indie Rock,Indie Rock; Psychedelic Rock,2020,2023,3,2,6,False
1196,Na Pan,Na Pan,Person,,2,3,ComposerOf; PerformerOf; ProducerOf,Dream Pop,Dream Pop; Space Rock,2024,2026,2,2,6,False
1433,Justin King,Justin King,Person,,2,3,ComposerOf; PerformerOf; ProducerOf,Darkwave,Darkwave,2017,2022,5,2,6,False
2672,Cyprian Ziniewicz,Cyprian Ziniewicz,Person,,2,5,ComposerOf; LyricistOf; PerformerOf,Darkwave,Darkwave,1987,2013,26,2,6,False
3498,Lina Mendizábal Robledo,Lina Mendizábal Robledo,Person,,2,3,PerformerOf; ProducerOf,Dream Pop,Dream Pop; Synthwave,1989,1992,3,2,6,False
4495,Michelle Davis,Michelle Davis,Person,,2,3,LyricistOf; PerformerOf,Space Rock,Space Rock,2017,2018,1,2,6,False
5806,Xiuying Zhong,Xiuying Zhong,Person,,2,3,ComposerOf; PerformerOf,Lo-Fi Electronica,Lo-Fi Electronica,2017,2024,7,2,6,False
6668,Li Shen,Li Shen,Person,,2,3,ComposerOf; PerformerOf,Desert Rock,Desert Rock; Indie Folk,2020,2026,6,2,6,False
9635,Ronald Kennedy,Ronald Kennedy,Person,,2,3,ComposerOf; PerformerOf,Desert Rock,Desert Rock; Oceanus Folk,2017,2029,12,2,6,True
10364,Jing Tian,Jing Tian,Person,,2,3,LyricistOf; PerformerOf; ProducerOf,Post-Apocalyptic Folk,Post-Apocalyptic Folk; Psychedelic Rock,2013,2019,6,2,6,False
16784,The Cedar Lane Collective,The Cedar Lane Collective,MusicalGroup,,2,4,ComposerOf; PerformerOf; ProducerOf,Indie Rock,Indie Rock,2007,2017,10,2,6,False
16922,Obsidian Harmony,Obsidian Harmony,MusicalGroup,,2,3,PerformerOf; ProducerOf,Indie Folk,Indie Folk,2020,2029,9,2,6,False
1534,Holly Gonzalez,Holly Gonzalez,Person,,1,4,ComposerOf; PerformerOf; ProducerOf,Alternative Rock,Alternative Rock,1997,1997,0,1,6,False
5215,Kathleen Davis,Kathleen Davis,Person,,1,3,LyricistOf; PerformerOf; ProducerOf,Lo-Fi Electronica,Lo-Fi Electronica,2012,2012,0,1,6,False
16923,LyriCrest,LyriCrest,MusicalGroup,,1,3,PerformerOf; ProducerOf,Desert Rock,Desert Rock,2020,2020,0,1,6,False
1304,Rüdiger Graf,Rüdiger Graf,Person,,8,10,ComposerOf; LyricistOf; PerformerOf; ProducerOf,Dream Pop,Dream Pop; Jazz Surf Rock; Lo-Fi Electronica; Oceanus Folk; Southern Gothic Rock; Space Rock,2018,2027,9,8,5,True
2978,Guiying Gao,Guiying Gao,Person,,8,8,PerformerOf; ProducerOf,Synthwave,Desert Rock; Indie Folk; Space Rock; Synthwave,2010,2027,17,8,5,False
